,username,status
@,KKTrumpbour,#createbmore tech night gala gbtc coming this November.  http://t.co/fVlzpI1f is palace for laocalist
@,Shaq_Brooks,How can we create a network of makerspaces? # 3dprinting #createbmore
@,jessgartner,A good sign: the diversity session @CreateBaltimore is pretty diverse. #growth #createbmore
@,pandora13,#createbmore best idea yet today: culinary hackathon. Urban gardening/farming
@,suitsandsoot,"The fact that Baltimore has its own money is absolutely breaking news to me, but they've already got printed brochures. #bnote #createbmore"
@,PureAmazi,Good session. Let's continue the conversation.  #createbmore #bmoreaction
@,rsteggy,Loved the Crowdsourcing session. We're keeping the conversation go with #bmoreaction #createbmore
@,DavidMTaylor,Evil plans... is PACKED ... Evil sells at #CreateBMore
@,DavidMTaylor,Great session on Urban Gardens at #CreateBMore (w/ @dennisthecynic )
@,lrenhrda,Excited to hear about Baltimore’s “evil plans!” #createbmore #evilplans
@,TheGoodPlan,RT @CreateBaltimore: Time's up! Please make your way to the next session! http://t.co/rU6nEhxR #CreateBmore
@,susan_waym,RT @AndrewHazlett: The up-to-date #createbmore schedule is here: http://t.co/TyywFC9y
@,MICA_MASD,Social impact investing and social bonds discussed during the non profit industrial complex session at #createbmore
@,AndrewHazlett,RT @CreateBaltimore: Time's up! Please make your way to the next session! http://t.co/rU6nEhxR #CreateBmore
@,CreateBaltimore,Time's up! Please make your way to the next session! http://t.co/rU6nEhxR #CreateBmore
@,CreateBaltimore,Time to start heading to the second session! #createbmore
@,nikkijamesmedia,"Re: #BaltimoreRavens When the team wins, the people of #bmore feel like winners. We feel like we can give &amp; be generous. #createbmore"
@,save4use,#bmoreaction is the hash to follow for discussion about Baltimore crowd sourcing and funding #createbmore
@,lrenhrda,"RT @nikkijamesmedia: ""I love #bmore because it's ... imperfect."" #createbmore"
@,MICA_MASD,How do we increase the non-profit voice in the political sphere - Is there a voice in senate? #cforward #createbmore
@,jeedgan,"Year round homegrown, food truck that is a canning one stop shop...#createbmore"
@,suitsandsoot,RT @CreateBaltimore: RT @lrenhrda: OH “Where else would the mayor come to a John Waters premier?” #createbmore #whybmore
@,BRMacJR,"RT @nikkijamesmedia: 4. The Petri dish of social issues that exist with healthcare, poverty, education, arts, environment  #createbmore"
@,bjornmeansbear,Canning food truck ... Sounds awesome. #CreateBmore
@,nikkijamesmedia,RT @CreateBaltimore: RT @lrenhrda: OH “Where else would the mayor come to a John Waters premier?” #createbmore #whybmore
@,nikkijamesmedia,I love #bmore because it's ... imperfect. #createbmore
@,suitsandsoot,"Don't think of umbrella organizations as overarching &amp; providing access; think of ""under arching"" support, says @The6thBranch.  #createbmore"
@,MairZdoatz,RT @AndrewHazlett: The up-to-date #createbmore schedule is here: http://t.co/TyywFC9y
@,TheGoodPlan,5 minute warning! Session 1 #createbmore @CreateBaltimore
@,CreateBaltimore,RT @lrenhrda: OH “Where else would the mayor come to a John Waters premier?” #createbmore #whybmore
@,KKTrumpbour,"RT @nikkijamesmedia: 4. The Petri dish of social issues that exist with healthcare, poverty, education, arts, environment  #createbmore"
@,abachman,Ha. Why would Baltimore close down STEM academy charter schools? Ask a high school student. I am getting educated at #createbmore.
@,dennisthecynic,RT @AndrewHazlett: The up-to-date #createbmore schedule is here: http://t.co/TyywFC9y
@,Tygemstones,RT @CreateBaltimore: The full schedule for the day is here: http://t.co/rU6nEhxR #createbmore
@,nikkijamesmedia,"4. The Petri dish of social issues that exist with healthcare, poverty, education, arts, environment  #createbmore"
@,lrenhrda,OH “Where else would the mayor come to a John Waters premier?” #createbmore #whybmore
@,NoOrdnryCherry,RT @lrenhrda: I’d be curious to hear how other cities would answer this “Why _____?” question for themselves. #createbmore #whybmore
@,EnnoventSEbot,Why is #bmore prime for social entrepreneurship? Four basic reasons...#createbmore: Why is #bmore prime for soc... http://t.co/zJvmWD6M
@,KKTrumpbour,"RT @nikkijamesmedia: 3. Higher % of people already involved in mission-based organizations - natl avg 8%, #bmore is 12-12.5% #createbmore"
@,lrenhrda,I’d be curious to hear how other cities would answer this “Why _____?” question for themselves. #createbmore #whybmore
@,nikkijamesmedia,"3. Higher % of people already involved in mission-based organizations - natl avg 8%, #bmore is 12-12.5% #createbmore"
@,CreateBaltimore,The full schedule for the day is here: http://t.co/rU6nEhxR #createbmore
@,save4use,Great point: where are bmore's creative youth? We need them/you at #createbmore
@,kbladow,Poor @suitsandsoot appears to be the only foundation voice in NPIC room at #createbmore could use a few more to hear other side
@,lrenhrda,Baltimore has a history that gives it a personality &amp; spirit that other more “developed” cities lack. #createbmore #whybmore
@,nikkijamesmedia,"1. Intelligent population2. Affluent population - money not shown like NYC, DC but its there#createbmore"
@,nikkijamesmedia,Why is #bmore prime for social entrepreneurship? Four basic reasons...#createbmore
@,ElizabethEadie,RT @jeedgan: Urban gardening in cemeteries....#fertilizerforfree #greenspaceisgreenspace #createbmore
@,ElizabethEadie,"RT @jonathanjulian: Notes for ""Reinvent Transit: planning, news, bike sharing"" #createbmore https://t.co/djPPBkIe"
@,BaltimoreYDS,RT @AndrewHazlett: The up-to-date #createbmore schedule is here: http://t.co/TyywFC9y
@,ElizabethEadie,RT @AndrewHazlett: The up-to-date #createbmore schedule is here: http://t.co/TyywFC9y
@,AndrewHazlett,The up-to-date #createbmore schedule is here: http://t.co/TyywFC9y
@,cariperi,How do we (the public) show support for transportation policy improvement? Need the critical mass.  #createbmore CC: @ReinventTransit
@,KKTrumpbour,"#createbmore crowd sourcing - chance to bypass media and engage Baltimore for jobs, change, new politics"
@,suitsandsoot,"Diversity is nonprofit sector's weakness. We don't have one voice, says @Humanim's John Herron. #nonprofitindustrialcomplex  #createbmore"
@,NoOrdnryCherry,@nikkijamesmedia I was actually surprised as a #Baltimore native to be outnumbered in this talk. Having a love/hate with it. #CreateBmore
@,nikkijamesmedia,"We're a patchwork quilt of ethnic diversity, a fluid interchange of different communities. #createbmore"
@,SargeSalman,"Me too! ""@nikkijamesmedia: the Why Baltimore session is 2/3 transplant to city by show of hands. I'm part of the 66%. #createbmore"""
@,suitsandsoot,"Should have Social Impact Institute to teach funders how to measure impact, says @AnEquityMatter #nonprofitindustrialcomplex  #createbmore"
@,rsteggy,How to harness more resources then just funding be crowdsourcing?  #createbmore
@,ZigerSnead,#time banking @createbaltimore #createbmore as mechanism to release untapped capital to fuel and fund non-profits
@,CreateBaltimore,"RT @jonathanjulian: Notes for ""Reinvent Transit: planning, news, bike sharing"" #createbmore http://t.co/e7D4fFfG…"
@,DanEwald,@laurenbot3k Farming classes listed here as well http://t.co/2EZHYre8 #CreateBmore
@,jonathanjulian,"Notes for ""Reinvent Transit: planning, news, bike sharing"" #createbmore https://t.co/djPPBkIe"
@,laurenbot3k,"Talking about #urbanfarming in #Baltimore--where are the resources for learning? @realfoodfarm, Farm Alliance, where else? #CreateBmore"
@,nikkijamesmedia,"On a side note, the Why Baltimore session is 2/3 transplant to city by show of hands. I'm part of the 66%. #createbmore"
@,jeedgan,Urban gardening in cemeteries....#fertilizerforfree #greenspaceisgreenspace #createbmore
@,pandora13,Making space for urban farming/gardening conversation at #createbmore http://t.co/bGKNd7C4
@,nikkijamesmedia,"Asset of #bmore - less than a day's drive from 2/3 of American economy, plus it's cooler and more affordable #createbmore"
@,datkidCarpeDiem,#CreateBmore Making Robot City. @CreateBaltimore http://t.co/kcttFaH7
@,EvodieNgoy,RT @DonTAbrams: @CreateBaltimore #createbmore updated schedule http://t.co/FBzB8jjY
@,Shaq_Brooks,Discussing how stem education can grow #createbmore rm 300
@,WhatWeekly,RT @CreateBaltimore: #createbmore @nikkijamesmedia Citizen and pro journalists are here! We have @ChangEngine @WhatWeekly and more!
@,cariperi,"Hearing a lot about the intersection of transportation systems and equality, access at #createbmore #reinventtransit"
@,Shaq_Brooks,How can we see more stem education happen throughout the city? #createbmore
@,Shaq_Brooks,RT @AndrewHazlett: Our wonderful #createbmore  shirts (designed by an artist who was actually paid!) http://t.co/DfnWkzVV
@,Shaq_Brooks,RT @CreateBaltimore: Campus map: http://t.co/y8InKft7 Final schedule w/ room numbers: http://t.co/plNpDV0c #createbmore
@,Shaq_Brooks,RT @DonTAbrams: @CreateBaltimore #createbmore updated schedule http://t.co/FBzB8jjY
@,suitsandsoot,participants say foundation community is broken. People who are most affected don't have say. #nonprofitindustrialcomplex #createbmore
@,Shaq_Brooks,RT @scottburkholder: Proposed Sessions for #CreateBmore https://t.co/oXlI6hy3 @CreateBaltimore
@,Shaq_Brooks,RT @CreateBaltimore: Thanks so much 2 all #createbmore sponsors! 2 many 2 fit 1 tweet but see our sent tweets from the past week for deets!
@,suitsandsoot,"In the nonprofit industrial complex session. Grants, taxes, govt funding. Who profits? #createbmore"
@,lrenhrda,Starting out with the “Why Baltimore?” session at #CreateBmore.
@,rsteggy,Getting started with crowdsourcing social change. #createbmore
@,KKTrumpbour,#createbmore Crowdsourcing &amp; Social Media about to begin!
@,kirstenallyssa,RT @CreateBaltimore: Be civil but not shy in your conversations #createbmore
@,johnhodgins,RT @CreateBaltimore: Nonprofit industrial complex in Baltimore? #createbmore ideas
@,kirstenallyssa,"RT @CreateBaltimore: ""The gods will not save us"" @AndrewHazlett Creative power, not political power, will #createbmore"
@,somepoems,"It's possible that session creation could be done more efficiently, such as a poll during online registration. #createbmore"
@,CreateBaltimore,Be civil but not shy in your conversations #createbmore
@,missjanine13,RT @CreateBaltimore: Nonprofit industrial complex in Baltimore? #createbmore ideas
@,BaltimoreYDS,Lecture hall is filling up for #CreateBmore! http://t.co/EBkWZA9g
@,CreateBaltimore,Have someone take notes in every session! Plus use #createbmore when you tweet.
@,CreateBaltimore,Campus map: http://t.co/y8InKft7 Final schedule w/ room numbers: http://t.co/plNpDV0c #createbmore
@,AndrewHazlett,Our wonderful #createbmore  shirts (designed by an artist who was actually paid!) http://t.co/DfnWkzVV
@,NoOrdnryCherry,.@CreateBaltimore planning...it's a chess game. #createbmore
@,BaltimoreBStore,"#CreateBMore... a lot of ""confliction"" in the schedule. And thus was born the first new word of the unconference."
@,KKTrumpbour,#createbmore can someone send me the link to the live stream?
@,DonTAbrams,RT @CreateBaltimore: #createbmore @dontabrams Schedule still not final
@,CreateBaltimore,"You can bring any more specific topic up in a general session even if it's not ""official"" #createbmore"
@,jamesnovak,"RT @suitsandsoot: Great idea. 100% agree. RT @AnEquityMatter: #createbmore Equity Matters suggested Non profit Industrial Complex, Coopt ..."
@,rayners,RT @ajzaleski: How do you break congressional gridlock? Drop @davetroy into the Capitol by helicopter. #createbmore
@,CreateBaltimore,"RT @jeedgan: #createbmore you don't have to talk about anarchy, you just do it."
@,CreateBaltimore,#createbmore @dontabrams Schedule still not final
@,dennisthecynic,Ha! Glad you're here today. RT @ajzaleski: .@dennisthecynic is here. I NOW KNOW WHAT HE LOOKS LIKE. #createbmore
@,CreateBaltimore,"Lunch and Anarchy are in Levering Hall, #40 #createbmore"
@,Tygemstones,RT @DonTAbrams: @CreateBaltimore #createbmore updated schedule http://t.co/FBzB8jjY
@,jeedgan,"#createbmore you don't have to talk about anarchy, you just do it."
@,suitsandsoot,"Great idea. 100% agree. RT @AnEquityMatter: #createbmore Equity Matters suggested Non profit Industrial Complex, Cooption and Power in Bmore"
@,Amanda9985,An unconference  where the attendees propose the session topics #organizedchaos #createbmore http://t.co/iG5gHjji
@,rsteggy,"....indoctrinate us into your evil schemes? Fine by me RT @AnEquityMatter:  course if we tell ya, then we have to... #createbmore"
@,BaltimoreBStore,"#CreateBMore Lunch is anarchy in practice. Don't talk about it, do it!"
@,jeedgan,#createbmore we need a dear abby for artists #sessiontopic
@,CreateBaltimore,He had his Zeke's RT @lanakole: Really enjoying David's humor this morning. #createbmore
@,AnEquityMatter,RT @flygirlblog: Lets get it Baltimore creatives! #createbmore
@,kbladow,RT @CreateBaltimore: Nonprofit industrial complex in Baltimore? #createbmore ideas
@,ElizabethEadie,"RT @CreateBaltimore: ""The gods will not save us"" @AndrewHazlett Creative power, not political power, will #createbmore"
@,CreateBaltimore,#createbmore @nikkijamesmedia Citizen and pro journalists are here! We have @ChangEngine @WhatWeekly and more!
@,AnEquityMatter,"@rsteggy @suitsandsoot  #createbmore course if we tell ya, then we have to..."
@,DonTAbrams,@CreateBaltimore #createbmore updated schedule http://t.co/FBzB8jjY
@,LanaKole,Really enjoying David's humor this morning. #createbmore
@,nikkijamesmedia,"Finalizing the plan for #createbmore unconference today. Lots of arts, tech representation. Where are the pro and citizen journalists!?"
@,AnEquityMatter,"RT @AndrewHazlett: I love how the ""crowd"" is comfortable setting the agenda at #createbmore http://t.co/EdEYVtOw"
@,ElizabethEadie,"RT @suitsandsoot: Community input at #createbmore is fascinating. Ideas, ""amendments"" and give/take. The part of my brain that hates amb ..."
@,AnEquityMatter,"RT @suitsandsoot: Community input at #createbmore is fascinating. Ideas, ""amendments"" and give/take. The part of my brain that hates amb ..."
@,CreateBaltimore,#createbmore RT @tygemstones: Get ready for interviews! Youth reporter Eliot Jr. will be there this afternoon @CreateBaltimore
@,AnEquityMatter,"RT @CreateBaltimore: ""Just throw public health into that""...crowd comment @ #createbmore. Can't fit it all! Lots of good stuff."
@,AnEquityMatter,RT @CreateBaltimore: RT @andrewhazlett: Available rooms for #createbmore http://t.co/j2jyZxjm
@,suitsandsoot,"Tough choice: do I go to sessions where I can offer expertise, or to ones where I know nothing but am fascinated w/topic?#createbmore"
@,rsteggy,"Great and needed topic. MT @AnEquityMatter suggested Non profit Industrial Complex, Cooption and Power in Baltimore #createbmore"
@,NoOrdnryCherry,@laurenbot3k The power of many smart #Baltimore peeps in one room! #CreateBmore
@,Humanim,Follow along on some amazing ideas and thoughts using hashtag #createbmore
@,MairZdoatz,RT @CreateBaltimore: Nonprofit industrial complex in Baltimore? #createbmore ideas
@,cariperi,Loving nearly every proposed topic at #createbmore and excited to be in a room full of people ready for great conversation.
@,ajzaleski,How do you break congressional gridlock? Drop @davetroy into the Capitol by helicopter. #createbmore
@,AnEquityMatter,"#createbmore Equity Matters suggested Non profit Industrial Complex, Cooption and Power in Baltimore"
@,CreateBaltimore,RT @andrewhazlett: Available rooms for #createbmore http://t.co/j2jyZxjm
@,CreateBaltimore,"If your session sucks, make it awesome or leave. If you can't decide between conflicts, go to half of each. #createbmore"
@,Tygemstones,RT @AndrewHazlett: Available rooms for #createbmore http://t.co/WxidXo8w
@,DanEwald,Is there a 3D printer at #CreateBmore? Never seen one in action before.
@,Tygemstones,"RT @CreateBaltimore: ""Just throw public health into that""...crowd comment @ #createbmore. Can't fit it all! Lots of good stuff."
@,flygirlblog,Lets get it Baltimore creatives! #createbmore
@,CreateBaltimore,Just throw public health into that...crowd comment @ #createbmore. Can't fit it all! Lots of good stuff.
@,suitsandsoot,RT @TheGoodPlan: The @ayerssaintgross bossman &amp; I are both @CreateBaltimore texting out brainstorms back and forth. #createbmore
@,AndrewHazlett,Available rooms for #createbmore http://t.co/WxidXo8w
@,dennisthecynic,RT @CreateBaltimore: Nonprofit industrial complex in Baltimore? #createbmore ideas
@,abachman,"Chilling at #createbmore, already violated my diet once. Hoping to be conversing at #createbmore soon."
@,CreateBaltimore,Nonprofit industrial complex in Baltimore? #createbmore ideas
@,suitsandsoot,"Community input at #createbmore is fascinating. Ideas, ""amendments"" and give/take. The part of my brain that hates ambiguity.. #freakingout."
@,CreateBaltimore,"RT @andrewhazlett: I love how the ""crowd"" is comfortable setting the agenda at #createbmore http://t.co/ieXPwFl7"
@,AndrewHazlett,"I love how the ""crowd"" is comfortable setting the agenda at #createbmore http://t.co/EdEYVtOw"
@,NRGtheory,RT @mezzoihnen: YEEEESSSS! RT @tracycgold: If you are loving #tedxbaltimore check out #createbmore http://t.co/JpwFWdNb coming 2/16!
@,CreateBaltimore,MT @laurenbot3k: There are enough hot topics proposed as sessions here @ #CreateBmore 2 launch about 10 more unconfs. Or maybe 100 more.
@,NoOrdnryCherry,"RT @CreateBaltimore: From @NoOrdnryCherry, how do we break down the gender divide in tech? #createbmore ideas"
@,NRGtheory,RT @LanaKole: At Create Baltimore today! #createbmore
@,TheGoodPlan,The @ayerssaintgross bossman &amp; I are both @CreateBaltimore texting out brainstorms back and forth. #createbmore
@,NRGtheory,RT @dennisthecynic: Very excited about @CreateBaltimore 3 today. Very good crowd and good topics to date. #createbmore
@,laurenbot3k,There are enough hot topics proposed as sessions here at #CreateBmore to launch about 10 more unconferences. Or maybe 100 more.
@,NRGtheory,"RT @CreateBaltimore: ""The gods will not save us"" @AndrewHazlett Creative power, not political power, will #createbmore"
@,CreateBaltimore,"From @NoOrdnryCherry, how do we break down the gender divide in tech? #createbmore ideas"
@,lrenhrda,Making the plan for the day! #createbmore http://t.co/FZeHG6wU
@,CreateBaltimore,"From @helenglazer, how can we enable artists to make a living? #createbmore idea"
@,rsteggy,"Agreed, let's see what other supervillains are plotting. RT @suitsandsoot: Evil Plans 2013 session at #createbmore is the best idea ever."
@,CreateBaltimore,RT @andrewhazlett: Crowd of very cool people listens as @davetroy outlines proposed sessions at #createbmore @… http://t.co/6bMi4xy2
@,TheGoodPlan,RT @AndrewHazlett: Crowd of very cool people listens as @davetroy outlines proposed sessions at #createbmore @… http://t.co/e2eMIi8w
@,tracycgold,"If anyone sees a TEDx Mid water bottle w/ a ""failure teaches"" sticker at #createbmore, I lost mine...what do I learn from that failure?"
@,Johnny_Pas,#createbmore
@,CreateBaltimore,"Yes, let's talk about that! The unconf schedule unfolds. http://t.co/rFMxQDaM #createbmore"
@,NoOrdnryCherry,RT @CreateBaltimore: Follow along with the sessions on the screen here http://t.co/2FiiS1kx #createbmore @save4use @wraydo
@,DanEwald,Looking forward to the City Gov't Accountability session at #CreateBmore @createbaltimore
@,ajzaleski,.@dennisthecynic is here. I NOW KNOW WHAT HE LOOKS LIKE. #createbmore
@,BaltimoreBStore,"@scottburkholder, thanks for kicking of the morning at #CreateBMore.  Impressive group of people helping pull this all together. Thanks!"
@,suitsandsoot,Evil Plans 2013 session at #createbmore is the best idea ever.
@,AndrewHazlett,Crowd of very cool people listens as @davetroy outlines proposed sessions at #createbmore @… http://t.co/e2eMIi8w
@,CreateBaltimore,Say hi to @flygirlblog at #createbmore and thank her for our awesome shirts!
@,CreateBaltimore,MT @rsteggy: Great shout out 2 @ChangEngine at #createbmore. Hope u all will join our crazy social change blogadventure http://t.co/blkHwuaA
@,MairZdoatz,RT @scottburkholder: Proposed Sessions for #CreateBmore https://t.co/oXlI6hy3 @CreateBaltimore
@,studioKAFI,RT @CreateBaltimore: Follow along with the sessions on the screen here http://t.co/2FiiS1kx #createbmore @save4use @wraydo
@,ajzaleski,Session planning at #createbmore. WWFUD? (What would Frank Underwood do?) http://t.co/3YjZilGf
@,dennisthecynic,RT @scottburkholder: Proposed Sessions for #CreateBmore https://t.co/oXlI6hy3 @CreateBaltimore
@,scottburkholder,Proposed Sessions for #CreateBmore https://t.co/oXlI6hy3 @CreateBaltimore
@,EdMullinSr,Stoked about #CreateBmore
@,save4use,RT @CreateBaltimore: Follow along with the sessions on the screen here http://t.co/2FiiS1kx #createbmore @save4use @wraydo
@,suitsandsoot,RT @rsteggy: Great shout out to @ChangEngine at #createbmore. Hope you all will join our crazy social change blogadventure http://t.co/V ...
@,suitsandsoot,"I do believe this is my first unconference! Thanks for humoring the newbies, @davetroy! #createbmore"
@,CreateBaltimore,Follow along with the sessions on the screen here http://t.co/2FiiS1kx #createbmore @save4use @wraydo
@,NoOrdnryCherry,RT @CreateBaltimore: Now the fun starts: what are we going to talk about today at #createbmore?
@,rsteggy,RT @AmakaOkoronkwo: Baltimore is such a rich creative city but you might never know it #createbmore
@,MairZdoatz,RT @dennisthecynic: Very excited about @CreateBaltimore 3 today. Very good crowd and good topics to date. #createbmore
@,EdMullinSr,RT @tracycgold: #createbmore getting rolling! (@ Johns Hopkins University Remsen Hall w/ 2 others) http://t.co/9e46RYDc
@,CreateBaltimore,RT @rsteggy: Getting started @CreateBaltimore. I'm excited by the creative energy harnessed in this room. #createbmore.
@,BaltimoreBStore,"#CreateBMore, tweet that ""proposed schedule"" and let's talk it out!"
@,CreateBaltimore,#createbmore @save4use Working on tweeting a version
@,rsteggy,Great shout out to @ChangEngine at #createbmore. Hope you all will join our crazy social change blogadventure http://t.co/VpRNl0kb
@,dennisthecynic,Very excited about @CreateBaltimore 3 today. Very good crowd and good topics to date. #createbmore
@,LanaKole,At Create Baltimore today! #createbmore
@,AmakaOkoronkwo,Baltimore is such a rich creative city but you might never know it #createbmore
@,studioKAFI,"RT @CreateBaltimore: ""The gods will not save us"" @AndrewHazlett Creative power, not political power, will #createbmore"
@,NRGtheory,I'm at the unconference with #createbmore
@,CreateBaltimore,Now the fun starts: what are we going to talk about today at #createbmore?
@,studioKAFI,RT @CreateBaltimore: Check out media: http://t.co/bccudvYT #createbmore + http://t.co/087IJ6ry +...
@,CreateBaltimore,"More media to check out for #createbmore: http://t.co/ZRunrCGL, http://t.co/pH0rhXM5"
@,CreateBaltimore,Check out media: http://t.co/bccudvYT #createbmore + http://t.co/087IJ6ry +...
@,NoOrdnryCherry,.@scottburkholder is kicking off  @CreateBaltimore with a few words &amp; thanks to sponsors! #createbmore http://t.co/mlasYWyt
@,ElizabethEadie,RT @rsteggy: Getting started @createbaltimore. I'm excited by the creative energy harnessed in this room. #createbmore.
@,rsteggy,Getting started @createbaltimore. I'm excited by the creative energy harnessed in this room. #createbmore.
@,AndrewHazlett,Opening notes from @scottburkholder at #createbmore @ CreateBaltimore 3 http://t.co/vjNeg1Sf
@,save4use,@CreateBaltimore it's hard to read; can you make it public without allowing editing so we can follow along on our own screens? #createbmore
@,AndrewHazlett,Some of my favorite Baltimorons who made #createbmore possible today http://t.co/v7xDPRPf
@,BaltimoreBStore,Oh snap!  #CreateBMore has a session dedicated to Local Currency /#BNotes !  Tots going to hear who's here
@,suitsandsoot,"RT @CreateBaltimore: ""The gods will not save us"" @AndrewHazlett Creative power, not political power, will #createbmore"
@,CreateBaltimore,#createbmore @save4use The google doc on the screen is a draft! We will make final schedule available after we decide on it this morning!
@,Humanim,Excited to be a sponsor for @CreateBaltimore. Looking forward to some great dialogue and conversation! #createbmore
@,ZigerSnead,Attending #createbmore great crowd! http://t.co/wUFAvo5H
@,CreateBaltimore,Thanks so much 2 all #createbmore sponsors! 2 many 2 fit 1 tweet but see our sent tweets from the past week for deets!
@,EdMullinSr,"RT @CreateBaltimore: ""The gods will not save us"" @AndrewHazlett Creative power, not political power, will #createbmore"
@,SargeSalman,"Game on! ""@CreateBaltimore: Getting started at #createbmore! Come join us in the lecture hall if you're still on your way."""
@,save4use,Is that google doc that's on the screen public? Can someone tweet the link? #createbmore
@,CreateBaltimore,And more thanks to #createbmore organizers @davetroy @TheGoodPlan @sj843!
@,WarnockFound,"We're here at #createbmore, and looking forward to a day of idea sharing. Follow our ED @suitsandsoot - she'll be live tweeting the day."
@,datkidCarpeDiem,#CreateBmore http://t.co/XxLNWLm1
@,pandora13,"RT @CreateBaltimore: ""The gods will not save us"" @AndrewHazlett Creative power, not political power, will #createbmore"
@,geo_rube,"RT @CreateBaltimore: ""The gods will not save us"" @AndrewHazlett Creative power, not political power, will #createbmore"
@,CreateBaltimore,"The gods will not save us @AndrewHazlett Creative power, not political power, will #createbmore"
@,tracycgold,#createbmore getting rolling! (@ Johns Hopkins University Remsen Hall w/ 2 others) http://t.co/9e46RYDc
@,suitsandsoot,"Kicking off #createbmore with a whole bunch of awesome people in the room. Excited! Thanks for the hard work, @CreateBaltimore team!"
@,SargeSalman,Let the #createbmore games begin! http://t.co/b8vWmfZN
@,CreateBaltimore,Getting started at #createbmore! Come join us in the lecture hall if you're still on your way.
@,AndrewHazlett,Here we go! #createbmore @ CreateBaltimore 3 http://t.co/dD2IPjs4
@,NoOrdnryCherry,Ready to start a day of awesomeness! #Art #Tech  #CreateBmore (at @createbaltimore w/ @andrewhazlett @sharon_paley) http://t.co/EoH8egUV
@,PureAmazi,Good morning #createbmore. Nice to meet you!
@,mezzoihnen,Woot! #partytime “@laurenbot3k: Looking forward to working alongside some of baltimore's brightest minds tomorrow at #createbmore”
@,mezzoihnen,@lameloy - Sounds awesome! I'm attending CreateBaltimore #createbmore today and working on music for a Mar 8 new music recital. :)
@,danieldubya,Thank goodness it's my cheat day #createbmore http://t.co/bdcaQ8nC
@,jamidodson,Getting caffeinated and starting my #createbmore motor
@,CreateBaltimore,RT @AndrewHazlett: And @createbaltimore is open for business - find us at Remsen Hall! #createbmore (at @createbaltimore) [pic]: http:// ...
@,MonoChz,Excited for a great day with #createbmore. Gonna learn so much. (@ Johns Hopkins University Remsen Hall) http://t.co/WmigMBXU
@,save4use,"From #c4l13 to #createbmore, cause I haven't drunk enough from the firehose of creative problem solving &amp; inspiration yet this week"
@,AndrewHazlett,And @createbaltimore is open for business - find us at Remsen Hall! #createbmore (at @createbaltimore) [pic]: http://t.co/SdgHc5IN
@,NoOrdnryCherry,@SJ843 I totally need some of that @CreateBaltimore caffeine goodness. On my way! #CreateBmore
@,SJ843,It's time for the percolator! #CreateBmore http://t.co/IgNvndZ3
@,eclubproject,RT @scottburkholder: About to Catch an @Uber_Baltimore to @CreateBaltimore 3 I hope to see you soon @JohnsHopkins #createbmore #growBmore
@,eclubproject,RT @scottburkholder: If your interested in using @Uber_Baltimore for @CreateBaltimore check this quick intro for details #createbmore ht ...
@,davetroy,RT @scottburkholder: If your interested in using @Uber_Baltimore for @CreateBaltimore check this quick intro for details #createbmore ht ...
@,scottburkholder,If your interested in using @Uber_Baltimore for @CreateBaltimore check this quick intro for details #createbmore https://t.co/M7lRGGWt
@,smartlogic,"RT @CreateBaltimore: Sponsor @SmartLogic's @yflicker = the party in Bmore Tech. Pizza, beer and tech? Yair's there. Thank you! #createbmore"
@,scottburkholder,About to Catch an @Uber_Baltimore to @CreateBaltimore 3 I hope to see you soon @JohnsHopkins #createbmore #growBmore
@,CreateBaltimore,Partner Steve Ziger of #createbmore sponsor @ZigerSnead influences Baltimore but understands that hope is in creativity.
@,trohv,RT @ElizabethEadie: RT @_mariamendoza: Create Baltimore 3 is tomorrow | 9-5 @ JHU Homewood campus | http://t.co/leEYVpsG #CreateBmore
@,CreateBaltimore,"Thanks @Uber_Baltimore for sponsoring! $10 off your first ride, 20% off to or from #createbmore, details + code here: http://t.co/gxWPoG7Z"
@,geo_rube,RT @wellmadedesign: RT @createbaltimore: 3 questions to think about before #createbmore http://t.co/qKTBZCpH
@,ElizabethEadie,RT @createbaltimore: 3 questions to think about before #createbmore http://t.co/5RE3I1jZ sparked by @MayorSRB's State of the City
@,wellmadedesign,RT @createbaltimore: 3 questions to think about before #createbmore http://t.co/JG82PxWi sparked by @MayorSRB's State of the City
@,TFABaltimore,RT @dennisthecynic: http://t.co/D6DyO6pg See what folks are saying about @CreateBaltimore 3 here. Use #createbmore to join the conversation.
@,ElizabethEadie,We have signage! It's getting so close. #createbmore http://t.co/p3A2f8K3
@,ElizabethEadie,RT @_mariamendoza: Create Baltimore 3 is tomorrow | 9-5 @ JHU Homewood campus | http://t.co/leEYVpsG #CreateBmore
@,CreateBaltimore,"KC Hopson, founder of #createbmore sponsor @eventrebels, believes an investment in Bmore's creative community is money well spent. Thanks!"
@,BeatwellBmore,Pumped to meet everyone at #createbmore tomorrow!
@,NoOrdnryCherry,RT @CreateBaltimore: Check out the all-star attendee list and grab your tix for #createbmore this Saturday! http://t.co/atF9eKr4
@,CreateBaltimore,#createbmore sponsor @nadenlean's @chesapeakesun is boosting Bmore's creative community in Bmore + beyond.
@,KKTrumpbour,#createbmore ticket printed!  See you tomorrow and come say hello.
@,CreateBaltimore,#createbmore sponsor @gbtc is exploring every avenue of innovation in Bmore + providing resources to bring them to the mainstream.
@,laurenbot3k,Looking forward to working alongside some of baltimore's brightest minds tomorrow at #createbmore
